gene symbol,10.5,11.5,12.5,13.5,14.5,15.5,16.5,p0
0610009B22Rik,80.1881895,81.3914245,92.888127,92.5329335,91.8415925,87.8950375,85.1726275,66.7099195
0610010K14Rik,197.321546,174.480974,167.5172475,162.3549925,164.4461805,143.6594505,141.3642725,128.2361115
0610030E20Rik,20.3601915,13.9534235,18.7328975,16.379491,9.1404955,13.7076285,13.4453575,6.9132535
0610040J01Rik,1.1966855,0.544487,1.115055,1.547173,1.964642,2.164752,2.8939415,4.067546
1110002E22Rik,0.010964,0.026765,0.0308395,0.032663,0.0213735,0.0963055,0.159773,0.030522
1110004F10Rik,255.1132615,241.521182,231.3677715,223.933492,267.6358135,226.6443085,249.9471355,263.2807715
1110017D15Rik,4.545777,5.1690315,9.934715,10.8663535,12.4250635,12.767623,9.9727505,21.0294205
1110032F04Rik,0.7719035,0.969927,1.0656625,1.3028355,1.9767825,1.9759725,2.088291,1.369236
1110038F14Rik,65.6142305,55.4221415,54.7415765,50.0562815,46.936818,47.405459,45.8411755,35.6009445
1110059E24Rik,47.3577745,37.443341,31.7466095,33.060468,40.594107,28.497908,29.45179,26.952323
1110059G10Rik,17.641971,23.387171,26.2108565,21.411036,31.8398785,23.1149925,24.7910895,30.830353
1110065P20Rik,36.022089,44.3454925,52.2298995,47.1312485,70.0081365,64.71976,62.8964325,111.2310555
1190005I06Rik,2.743891,2.339889,3.0384175,4.0672215,8.0418655,9.744769,10.3263835,19.129608
1500009L16Rik,38.2553525,34.0241215,29.3380975,31.9149725,39.9962225,35.020987,38.8509005,65.6890395
1500011B03Rik,101.309803,113.1312425,128.644972,131.5870285,189.331663,150.97877,168.8259745,284.7473735
1600012H06Rik,18.306126,20.1959695,19.5053675,16.5072675,18.6962185,17.7469395,21.52833,15.714737
1600014C10Rik,10.388851,9.038693,8.5348575,7.5787825,9.723528,10.4172605,11.3007315,10.047065
1600014C23Rik,0.446444,0.559675,0.3697415,0.073027,0.1120465,0.254026,0.2995105,0.1362725
1700001C19Rik,0.1472335,0.3285095,0.143927,0.227697,0.3115695,0.2635335,0.624995,0.181947
1700001J03Rik,0.022535,0.106005,0.128892,0.121098,0,0.044748,0.0289685,0.057343
1700001K19Rik,0.0969295,0.2003145,0.0511475,0.3257565,0.145356,0.2586565,0.234492,0.0656165
1700001O22Rik,2.7428575,2.9624155,2.8980645,2.516215,1.58843,1.891892,1.579079,0.8878435
1700001P01Rik,0.402087,0.2294205,0.6381755,0.543378,0.157672,0.395798,0.604663,0.1976005
1700003E16Rik,1.208517,1.133082,1.6115165,2.0092935,4.49281,4.1352465,6.3975185,10.365626
1700003F12Rik,4.762887,3.636641,1.998558,1.3145325,1.2450525,2.0712155,2.852286,2.5994735
1700008O03Rik,1.420501,0.58716,0.888704,0.6792325,0.630224,0.7365535,1.5292135,2.185693
1700009N14Rik,0,0.0588125,0.009768,0,0,0,0,0.010997
1700010I14Rik,2.281363,1.9201835,1.894313,1.3213045,0.782501,1.0245495,0.958485,1.406676
1700011L22Rik,0,0.0222655,0,0.016265,0.016695,0,0.029292,0.02774
1700012B07Rik,0.0067235,0,0,0,0,0,0,0
1700012B09Rik,0.0951845,0.146104,0.803319,1.770879,3.046445,2.6762525,2.066987,5.8328575
1700013H16Rik,0.035369,0,0,0.033565,0,0.054987,0,0.1012555
1700014D04Rik,0,0.059312,0.0215755,0.0163825,0.063918,0.219268,0.213757,0.3710535
1700015G11Rik,0,0,0,0,0,0,0.147857,0.0689315
1700016C15Rik,0,0,0.108136,0.025203,0.0315525,0.050885,0,0.1520985
1700016H13Rik,0.09691,0.336454,0.0692605,0.168048,0.33664,0.318318,0.2635495,0.2331995
1700016K19Rik,0.4415645,0.1984675,1.0043725,1.614357,2.357542,2.9859505,3.511454,7.7124635
1700017B05Rik,10.8229805,8.302303,7.161605,3.9455175,2.3284845,3.098689,4.5542,3.564954
1700017N19Rik,0,0,0,0.0205645,0.030709,0,0,0.0562195
1700018B08Rik,0,0.022681,0,0,0,0,0.020434,0.03108
1700018F24Rik,0,0,0,0,0,0,0,0.0462285
1700018G05Rik,0.2853505,0.1140245,0,0.093129,0.289898,0.194017,0.2714515,0.084747
1700019A02Rik,0.075779,0,0.0679865,0.085118,0,0,0.175278,0.0985775
1700019D03Rik,1.946891,1.652591,0.968656,1.2590015,1.2062615,1.5814045,2.2359895,3.890613
1700019N19Rik,0.032189,0.050105,0,0.0462085,0.0206345,0.0330175,0.0530465,0.0153425
1700020A23Rik,0.197856,0,0.041605,0.186006,0.074873,0.26627,0.6045965,0.1686245
1700020L24Rik,0.2525245,0.3909455,0.215956,0.0759935,0.306051,0.169782,0.450595,0.3305825
1700020N01Rik,0,0,0,0,0,0.0327795,0,0.0148045
1700020N15Rik,0.1356335,0,0.1089145,0,0,0,0,0
1700021F07Rik,0,0,0.0249625,0,0,0,0.0417025,0
1700022I11Rik,0.0112075,0.1883285,0.114867,0.0586465,0.0282905,0.103203,0.0565175,0.042267
1700024G13Rik,0,0,0.0514315,0.3626505,0.802779,0.379554,0.425816,0.6906985
1700025B11Rik,0,0,0,0,0,0,0,0.0384185
1700025C18Rik,0,0,0,0,0.0368625,0,0,0
1700025G04Rik,10.3825295,18.372241,24.069915,18.2919965,16.8753455,24.7608525,18.478806,12.9467205
1700028J19Rik,0.9113245,0.7735555,0.768355,0.7968655,1.33104,0.6365975,0.7158545,1.219614
1700028K03Rik,0.1172465,0.0486605,0.0759135,0.050016,0.0858295,0.1799535,0.115536,0.038453
1700029H14Rik,0.0132085,0.034685,0,0,0.0175125,0.0151455,0,0.0151385
1700029J07Rik,2.6444955,2.822711,2.5111935,2.057069,1.8362115,2.83707,3.6125665,2.288259
1700030J22Rik,2.351233,2.717962,4.2368805,2.818742,2.8802695,3.9987125,5.2033915,3.861438
1700030K09Rik,8.254619,8.802315,10.242295,11.1534465,9.8189125,12.675185,13.0621955,8.4603235
1700031F05Rik,0,0,0,0,0,0.01082,0,0
1700031L13Rik,0,0,0,0.0209665,0,0,0,0.021911
1700034J05Rik,0.0507915,0.051489,0.01433,0.0277775,0.02522,0.030654,0.0196195,0.0064605
1700037C18Rik,5.1367905,4.7299175,6.199478,6.647965,6.9531555,10.2234075,10.4405475,9.67449
1700037H04Rik,97.0349535,96.775225,80.349695,64.8668825,77.855791,62.5894415,67.64624,63.09057
1700056E22Rik,0.719494,1.319483,1.8030085,1.1022495,0.456717,0.5256455,0.4022495,0.629943
1700057G04Rik,0,0,0,0,0,0,0,0.087901
1700066M21Rik,7.512143,9.4043375,11.38375,12.85854,21.03065,22.322933,23.192218,15.0789925
1700067K01Rik,0.3963635,0.678285,0.89997,0.778348,0.760814,0.8443375,0.847698,0.375543
1700067P10Rik,0,0,0.0270135,0.017376,0.0387325,0.0174325,0.023877,0
1700084M14Rik,0,0,0,0,0,0.0473355,0,0
1700088E04Rik,5.958392,7.040446,6.5665385,9.357655,11.7540825,9.8491485,8.5195945,15.7338325
1700093K21Rik,0.032617,0,0.0679865,0.028954,0,0.096699,0.221989,0.151801
1700102P08Rik,0.4297725,0.806343,1.0988055,1.1343055,1.285027,1.390037,1.5851475,0.691613
1700109H08Rik,2.2084025,2.768951,3.706402,2.046804,0.9982725,2.180432,2.6503695,1.2158705
1700113H08Rik,0.050521,0.2939355,0.156031,0.170104,0.096335,0.318636,0.1357865,0.2049505
1700123K08Rik,0,0.013559,0,0.0522795,0,0.033319,0.057052,0.0102075
1700123O20Rik,75.634658,63.6432265,60.6172055,51.476874,58.4522045,44.551575,48.20428,41.361358
1810009A15Rik,211.9103815,148.7610735,127.127966,99.411611,75.955599,65.994117,59.8087585,40.984413
1810010H24Rik,0.991516,2.328133,1.974828,1.688245,2.815051,3.182053,2.6155145,6.0869905
1810024B03Rik,1.950253,1.735066,1.9895195,1.4755515,1.0897905,0.8658295,0.652885,0.8121225
1810030O07Rik,19.531775,21.13721,19.768892,15.743112,17.257543,16.885152,19.3450235,10.6864535
1810037I17Rik,60.847341,67.04624,74.1081795,76.917011,73.089248,63.240349,56.5013755,64.067512
1810049J17Rik,8.2723525,22.4907785,10.4542445,6.166337,13.4429745,9.133221,5.247217,9.019853
1810055G02Rik,29.9463475,30.0287825,23.937029,17.369558,19.245716,19.165301,23.030485,22.545452
1810062G17Rik,0.767293,0.492644,0.4376505,0.245621,0.204177,0.163578,0.151873,0.5456205
1810065E05Rik,0,0,0,0,0.020574,0,0,0
2010003K11Rik,0,0,0.0354915,0,0.046134,0.0412005,0.018343,0.0561225
2010106E10Rik,0.0375585,0.015079,0,0.010918,0,0,0,0.03246
2010109A12Rik,1.253061,1.9923525,2.200016,2.1162905,2.313785,2.3223455,1.497562,0.854017
2010315B03Rik,6.5420335,5.1072555,5.1443885,4.8014295,2.584347,5.834502,6.609515,5.5737575
2200002D01Rik,3.287241,3.405182,1.644492,1.421336,1.3416895,1.0184615,0.997885,1.223306
2200002J24Rik,0.1220135,0.275833,0.12687,0,0.0355635,0,0,0
2210016F16Rik,18.0388215,17.535747,16.444736,13.3682165,14.611867,11.263561,11.2539315,7.4735585
2210016L21Rik,39.527621,42.684241,45.09112,63.6825425,67.8057345,74.4605885,83.631814,125.371835
2210017I01Rik,0,0,0,0,0,0,0.0340795,0
2210408I21Rik,9.1035545,8.7657195,8.1428565,7.370575,7.844441,8.468902,9.205072,6.5210545
2210418O10Rik,9.9860385,8.3443525,7.023499,5.620679,6.3195915,7.3101345,8.385707,5.2433475
2300002M23Rik,0,0,0,0,0,0,0,0.009602
2300009A05Rik,41.81632,48.083858,53.880785,62.996201,67.332331,64.5970795,64.373436,81.88929
2310002L09Rik,0,0,0.055078,0,0,0,0,0
2310003L06Rik,0,0.0211605,0,0,0.0193555,0,0.011882,0.0539585
2310009B15Rik,52.5543995,52.103357,65.355745,52.7644215,45.7694815,33.416499,26.263942,43.512249
2310011J03Rik,40.1503305,28.4717545,29.8118435,25.417698,25.6328795,22.9733125,21.8194795,20.5816645
2310022A10Rik,28.185648,24.2417585,28.2675155,22.638355,19.337768,25.148226,28.2059155,17.5831065
2310022B05Rik,11.740656,15.95293,14.5849385,10.5502445,19.348877,16.442385,17.186694,20.7508505
2310030G06Rik,1.7528895,1.0298665,0.8618365,0.6826015,0.732648,0.9671155,1.0177575,2.181106
2310033P09Rik,36.6338485,30.324037,28.387402,23.951733,21.3076825,20.7876415,20.1861905,17.1774965
2310034C09Rik,0,0,0,0,0,0,0.124064,0
2310034G01Rik,0.9164725,1.608979,1.317856,1.42948,1.6294375,1.9863225,2.251867,1.555172
2310039H08Rik,47.5330645,45.8698095,49.8826455,50.41817,59.542223,45.5609215,45.896936,56.6455485
2310046K23Rik,0,0,0,0,0,0,0.0944435,0
2310057J18Rik,0.0433595,0,0.0133455,0,0,0.044124,0,0.0153925
2310057M21Rik,21.8443155,18.0316235,13.164478,13.7753455,22.2701465,19.106122,20.0413535,15.8087015
2310061I04Rik,21.1599055,19.10464,18.9290815,18.995104,21.109067,23.242426,26.6006105,37.5489885
2410002F23Rik,120.8356935,102.1264205,113.3452855,104.990598,102.152884,124.481731,151.039381,179.806844
2410004B18Rik,38.1202,40.0949735,43.637805,38.9440915,51.3621135,48.4199405,49.1470635,63.008251
2410004P03Rik,0.4371325,0.1123705,0.322173,1.0438295,2.365006,2.218564,2.314452,5.4678195
2410137M14Rik,0.023961,0.0822875,0.059653,0.2309745,0.1629195,0.1720015,0.1657995,0.1221815
2510002D24Rik,24.0154005,18.952058,18.637419,18.6651855,8.9011855,21.0931415,20.690687,19.6705835
2510009E07Rik,18.6850155,24.548989,30.7297145,16.985551,15.94404,22.5654885,24.5045275,19.0744225
2510039O18Rik,6.2851375,11.39561,11.4473715,5.8700995,8.5651685,8.8125485,7.4278585,7.4979795
2610008E11Rik,15.789672,20.1422535,27.080434,24.9926645,29.7854275,31.5331745,34.271697,10.3002885
2610021A01Rik,10.660379,12.665887,12.4602595,10.871565,13.569172,11.6386745,14.101049,4.8715005
2610028H24Rik,0,0.0214825,0,0,0,0,0.091795,0.0561995
2610042L04Rik,0.7793615,0.8087975,2.049192,2.1734265,4.1368645,3.9824785,4.699011,7.881326
2610044O15Rik8,17.371076,15.6799125,17.806688,14.338541,18.734811,16.0486705,17.1816005,12.472347
2610318N02Rik,143.94684,93.770593,70.857858,51.7763125,19.617292,21.265316,15.5536575,7.545111
2610528J11Rik,1.303728,0.4184625,0.3139685,0.034465,0.0900275,0.0581705,0.062805,0.022672
2700049A03Rik,14.9344995,13.615759,15.438453,16.724141,11.919069,14.720139,11.71543,3.469225
2700062C07Rik,36.1127555,28.0875485,29.412016,24.9379645,33.048632,27.5093115,28.9071435,29.1333125
2700097O09Rik,31.060469,23.599882,23.2644465,23.642008,19.896859,20.783379,22.306402,8.979089
2810004N23Rik,55.04832,37.0392355,35.3797385,27.221384,16.1475865,22.020696,22.793613,12.541841
2810021J22Rik,4.804847,5.2921965,5.407859,4.6710615,5.6949475,5.2220445,5.157929,2.884939
2810408A11Rik,7.70652,11.8156255,14.7903305,11.0909505,9.619471,11.995383,10.681288,6.010621
2810459M11Rik,0.180732,0.1999345,0.332615,2.8563955,6.205727,7.1307265,7.1393125,7.363326
2900026A02Rik,2.4152395,1.533069,3.0632765,2.436383,1.3393655,2.4173185,2.674412,1.5524535
3110009E18Rik,21.560907,20.887674,25.976617,22.998793,23.4640035,21.8982525,24.344352,17.3603975
3110040M04Rik,0,0,0.234203,0,0,0,0.0357465,0
3110040N11Rik,31.074317,27.261203,31.143432,33.1739685,38.8882305,36.9430045,38.1240515,39.362933
3110082I17Rik,42.3436965,25.2864895,16.919439,14.611261,8.7755905,11.1890105,12.7149295,9.7783235
3300002I08Rik,6.214851,7.747208,9.1587695,9.038375,9.945658,9.744558,11.1779445,7.2371875
3425401B19Rik,0.0206765,0.0044825,0.013019,0.091119,0,0.0054215,0.0034405,0.004208
3830403N18Rik,0.343147,0.3591095,0.2025855,0.1885845,0.2761985,0.183391,0.0929825,0.2413405
3830406C13Rik,26.798619,30.726259,33.9500615,32.9704845,34.275232,41.962536,43.205602,27.892791
4833420G17Rik,49.0380855,60.05247,83.091703,71.575211,78.359722,78.406036,87.690114,40.8089535
4833439L19Rik,129.914108,158.9464685,162.6566995,147.7542195,158.694186,165.1889235,187.604047,141.434609
4921504E06Rik,0,0,0,0,0,0,0.034087,0.010298
4921507P07Rik,0.337792,0.4792475,0.357191,0.4212525,0.6947205,0.65797,0.7723545,1.125795
4921517D22Rik,0,0,0.011824,0,0.019422,0,0,0.004646
4921524J17Rik,32.874651,34.2209485,35.970284,37.7014305,49.3395245,51.895437,58.9457245,57.2744715
4921536K21Rik,0.8611705,0.336925,0.544389,0.4630905,0.1658845,0.33985,0.3150045,0.243771
4921539E11Rik,0,0,0.0198755,0,0,0.0069975,0.0181005,0
4930402F06Rik,0,0,0,0,0,0,0,0.0099385
4930407I10Rik,0.002759,0,0.0277755,0,0.003627,0,0,0
4930430F08Rik,10.631226,9.0430255,7.0578645,8.8020325,10.291709,12.0099695,12.9701355,9.878281
4930433I11Rik,0,0,0.0085015,0,0,0,0,0
4930438A08Rik,0,0.0244025,0.0116145,0.0058575,0.0081935,0,0.0194275,0.0260795
4930444P10Rik,0.513174,1.120755,2.556831,2.259135,2.495702,2.5275955,2.455314,2.5710885
4930447C04Rik,3.3577525,1.69791,2.0148305,1.581308,1.1757885,2.162108,1.805043,1.6965255
4930447F04Rik,0,0,0,0,0,0,0.040279,0
4930449I24Rik,0,0,0,0.013366,0,0,0,0
4930451I11Rik,0,0.0659155,0,0,0,0.076115,0.156898,0.276053
4930453N24Rik,18.3546525,15.787529,14.6836255,11.588747,15.61298,11.6883295,11.0393395,8.338913
4930469K13Rik,0,0,0,0,0,0,0,0.5214595
4930486L24Rik,0.088198,0.018908,0.027135,0,0.0976505,0,0,0
4930503B20Rik,0.0182235,0,0,0,0,0,0,0.03607
