,gene symbol,forebrain_10.5_rep1,forebrain_10.5_rep2,forebrain_11.5_rep1,forebrain_11.5_rep2,forebrain_12.5_rep1,forebrain_12.5_rep2,forebrain_13.5_rep1,forebrain_13.5_rep2,forebrain_14.5_rep1,forebrain_14.5_rep2,forebrain_15.5_rep1,forebrain_15.5_rep2,forebrain_16.5_rep1,forebrain_16.5_rep2,forebrain_p0_rep1,forebrain_p0_rep2
2,0610009B22Rik,80.50672,79.869659,74.916749,87.8661,96.620828,89.155426,89.434294,95.631573,92.386297,91.296888,90.187185,85.60289,77.032063,93.313192,69.677023,63.742816
5,0610010K14Rik,199.075325,195.567767,183.44011,165.521838,174.466076,160.568419,165.977816,158.732169,175.978754,152.913607,142.366006,144.952895,143.48399,139.244555,120.676033,135.79619
8,0610030E20Rik,20.652602,20.067781,14.261456,13.645391,18.355628,19.110167,17.227448,15.531534,7.037504,11.243487,13.601323,13.813934,13.929031,12.961684,8.700432,5.126075
15,0610040J01Rik,1.221069,1.172302,0.48001,0.608964,1.176065,1.054045,1.591935,1.502411,1.676618,2.252666,2.23054,2.098964,3.004007,2.783876,4.701366,3.433726
20,1110002E22Rik,0.018093,0.003835,0.05353,0.0,0.013925,0.047754,0.027015,0.038311,0.025926,0.016821,0.113282,0.079329,0.132075,0.187471,0.039571,0.021473
25,1110004F10Rik,254.819791,255.406732,244.332131,238.710233,232.071696,230.663847,228.739823,219.127161,261.004553,274.267074,229.383248,223.905369,248.812819,251.081452,272.926307,253.635236
30,1110017D15Rik,3.823845,5.267709,4.924041,5.414022,8.004827,11.864603,12.74941,8.983297,13.305839,11.544288,15.630017,9.905229,11.246183,8.699318,23.301622,18.757219
35,1110025L11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1110032F04Rik,0.819325,0.724482,1.175648,0.764206,1.199566,0.931759,1.190896,1.414775,2.055629,1.897936,1.96285,1.989095,1.948935,2.227647,1.469842,1.26863
42,1110038F14Rik,65.182565,66.045896,56.15085,54.693433,57.873965,51.609188,49.782307,50.330256,48.107631,45.766005,47.223277,47.587641,47.150646,44.531705,36.395852,34.806037
44,1110057P08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1110059E24Rik,47.211688,47.503861,37.797302,37.08938,31.425025,32.068194,34.183858,31.937078,39.759971,41.428243,28.57545,28.420366,30.277027,28.626553,28.233279,25.671367
46,1110059G10Rik,17.692091,17.591851,23.006666,23.767676,25.165426,27.256287,22.675342,20.14673,29.983997,33.69576,23.181048,23.048937,26.366414,23.215765,28.797049,32.863657
48,1110065P20Rik,36.649328,35.39485,45.020561,43.670424,50.366365,54.093434,49.726302,44.536195,73.968468,66.047805,68.293265,61.146255,68.00419,57.788675,108.890756,113.571355
50,1190005I06Rik,2.856363,2.631419,2.330847,2.348931,2.169497,3.907338,4.252144,3.882299,7.386251,8.69748,10.647898,8.84164,10.947673,9.705094,19.112972,19.146244
59,1500009L16Rik,34.941891,41.568814,34.76494,33.283303,29.229849,29.446346,36.005939,27.824006,40.478602,39.513843,35.150215,34.891759,42.302875,35.398926,69.74643,61.631649
60,1500011B03Rik,100.560956,102.05865,120.703782,105.558703,128.083855,129.206089,137.631887,125.54217,189.3494,189.313926,152.527175,149.430365,180.779264,156.872685,278.581993,290.912754
69,1600012H06Rik,18.194796,18.417456,21.492798,18.899141,21.586532,17.424203,17.897766,15.116769,16.513738,20.878699,18.597364,16.896515,20.490513,22.566147,15.984406,15.445068
71,1600014C10Rik,10.284964,10.492738,8.832181,9.245205,9.230615,7.8391,8.005832,7.151733,9.329913,10.117143,10.440515,10.394006,11.81146,10.790003,13.03815,7.05598
72,1600014C23Rik,0.227841,0.665047,0.721841,0.397509,0.142283,0.5972,0.0,0.146054,0.224093,0.0,0.244282,0.26377,0.334497,0.264524,0.149785,0.12276
81,1700001C19Rik,0.06554,0.228927,0.303196,0.353823,0.1145,0.173354,0.291868,0.163526,0.225702,0.397437,0.243262,0.283805,0.861383,0.388607,0.172557,0.191337
83,1700001F09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,1700001J03Rik,0.0,0.04507,0.0,0.21201,0.112696,0.145088,0.085111,0.157085,0.0,0.0,0.042905,0.046591,0.057937,0.0,0.081568,0.033118
90,1700001K19Rik,0.073095,0.120764,0.208169,0.19246,0.102295,0.0,0.155148,0.496365,0.145088,0.145624,0.308593,0.20872,0.213339,0.255645,0.071811,0.059422
94,1700001O22Rik,2.288945,3.19677,2.97446,2.950371,3.174759,2.62137,2.805476,2.226954,1.403087,1.773773,1.725565,2.058219,1.197489,1.960669,0.898749,0.876938
95,1700001P01Rik,0.588593,0.215581,0.122639,0.336202,0.832025,0.444326,0.480483,0.606273,0.315344,0.0,0.272616,0.51898,0.66073,0.548596,0.188195,0.207006
98,1700003E16Rik,1.395057,1.021977,0.890747,1.375417,1.236691,1.986342,2.362266,1.656321,3.684255,5.301365,4.813716,3.456777,6.926852,5.868185,12.360754,8.370498
100,1700003F12Rik,4.470569,5.055205,2.592197,4.681085,1.999306,1.99781,1.277637,1.351428,1.119234,1.370871,2.349914,1.792517,2.973913,2.730659,2.553009,2.645938
102,1700003H04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,1700006A11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,1700008O03Rik,1.506003,1.334999,0.698301,0.476019,0.608222,1.169186,0.754097,0.604368,0.567654,0.692794,0.820307,0.6528,2.399843,0.658584,2.715615,1.655771
133,1700009N14Rik,0.0,0.0,0.0,0.117625,0.0,0.019536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021994,0.0
140,1700010I14Rik,2.374607,2.188119,1.787042,2.053325,2.043277,1.745349,1.363429,1.27918,0.886482,0.67852,1.09366,0.955439,1.16271,0.75426,1.676009,1.137343
150,1700011L22Rik,0.0,0.0,0.0,0.044531,0.0,0.0,0.0,0.03253,0.03339,0.0,0.0,0.0,0.0,0.058584,0.0,0.05548
151,1700011M02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,1700012A03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,1700012B07Rik,0.013447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,1700012B09Rik,0.054315,0.136054,0.133564,0.158644,0.398714,1.207924,2.122683,1.419075,2.408541,3.684349,3.290646,2.061859,2.089722,2.044252,6.990292,4.675423
164,1700013G24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,1700013H16Rik,0.0,0.070738,0.0,0.0,0.0,0.0,0.06713,0.0,0.0,0.0,0.0,0.109974,0.0,0.0,0.05859,0.143921
168,1700014D04Rik,0.0,0.0,0.0,0.118624,0.015043,0.028108,0.017285,0.01548,0.0,0.127836,0.429149,0.009387,0.413815,0.013699,0.260719,0.481388
173,1700015G11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295714,0.0,0.137863,0.0
180,1700016C15Rik,0.0,0.0,0.0,0.0,0.17517,0.041102,0.050406,0.0,0.0,0.063105,0.10177,0.0,0.0,0.0,0.187626,0.116571
185,1700016H13Rik,0.092293,0.101527,0.439486,0.233422,0.061601,0.07692,0.207777,0.128319,0.198147,0.475133,0.379375,0.257261,0.30336,0.223739,0.198067,0.268332
188,1700016K19Rik,0.659464,0.223665,0.0,0.396935,0.55367,1.455075,1.820822,1.407892,1.870408,2.844676,3.861535,2.110366,4.106527,2.916381,8.084242,7.340685
192,1700017B05Rik,10.784872,10.861089,7.502571,9.102035,7.649329,6.673881,4.404355,3.48668,1.9034,2.753569,3.481432,2.715946,2.656653,6.451747,5.155618,1.97429
198,1700017N19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041129,0.0,0.061418,0.0,0.0,0.0,0.0,0.075049,0.03739
202,1700018B08Rik,0.0,0.0,0.0,0.045362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040868,0.0,0.033996,0.028164
204,1700018F24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026503,0.065954
205,1700018G05Rik,0.178341,0.39236,0.0,0.228049,0.0,0.0,0.186258,0.0,0.347258,0.232538,0.185973,0.202061,0.252226,0.290677,0.169494,0.0
209,1700019A02Rik,0.081194,0.070364,0.0,0.0,0.135973,0.0,0.170236,0.0,0.0,0.0,0.0,0.0,0.227758,0.122798,0.074248,0.122907
212,1700019D03Rik,2.07307,1.820712,1.539187,1.765995,1.519202,0.41811,1.347891,1.170112,1.029209,1.383314,1.840718,1.322091,2.399782,2.072197,3.85626,3.924966
219,1700019N19Rik,0.030048,0.03433,0.059288,0.040922,0.0,0.0,0.032983,0.059434,0.0,0.041269,0.066035,0.0,0.0,0.106093,0.030685,0.0
221,1700020A23Rik,0.143573,0.252139,0.0,0.0,0.0,0.08321,0.235872,0.13614,0.08636,0.063386,0.282324,0.250216,0.5388,0.670393,0.266748,0.070501
225,1700020L24Rik,0.18454,0.320509,0.20584,0.576051,0.218035,0.213877,0.069883,0.082104,0.324021,0.288081,0.124731,0.214833,0.771659,0.129531,0.242938,0.418227
227,1700020N01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065559,0.0,0.0,0.0,0.029609,0.0
228,1700020N15Rik,0.175057,0.09621,0.0,0.0,0.0,0.217829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,1700021F07Rik,0.0,0.0,0.0,0.0,0.0,0.049925,0.0,0.0,0.0,0.0,0.0,0.0,0.083405,0.0,0.0,0.0
244,1700022I11Rik,0.007011,0.015404,0.071145,0.305512,0.08345,0.146284,0.007389,0.109904,0.056581,0.0,0.046915,0.159491,0.113035,0.0,0.043192,0.041342
250,1700024B05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,1700024G13Rik,0.0,0.0,0.0,0.0,0.102863,0.0,0.308984,0.416317,0.722881,0.882677,0.505565,0.253543,0.420927,0.430705,0.755398,0.625999
256,1700025B11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076837,0.0
257,1700025C18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073725,0.0,0.0,0.0,0.0,0.0,0.0
260,1700025G04Rik,10.793586,9.971473,19.472126,17.272356,22.971359,25.168471,19.943394,16.640599,15.121972,18.628719,24.666045,24.85566,20.080029,16.877583,15.963626,9.929815
286,1700028J19Rik,0.842308,0.980341,0.841969,0.705142,0.747423,0.789287,0.812495,0.781236,1.440203,1.221877,0.822091,0.451104,0.747197,0.684512,1.554709,0.884519
287,1700028K03Rik,0.220741,0.013752,0.0156,0.081721,0.114683,0.037144,0.063015,0.037017,0.09686,0.074799,0.148472,0.211435,0.13576,0.095312,0.050826,0.02608
294,1700029F12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,1700029H14Rik,0.026417,0.0,0.0,0.06937,0.0,0.0,0.0,0.0,0.0,0.035025,0.0,0.030291,0.0,0.0,0.030277,0.0
297,1700029J07Rik,2.775314,2.513677,2.510256,3.135166,2.400611,2.621776,2.258416,1.855722,1.229737,2.442686,3.097774,2.576366,3.619224,3.605909,2.716038,1.86048
309,1700030J22Rik,2.152746,2.54972,2.146839,3.289085,4.505788,3.967973,2.78808,2.849404,2.727421,3.033118,4.471915,3.52551,5.58031,4.826473,4.809151,2.913725
310,1700030K09Rik,8.270798,8.23844,8.607881,8.996749,10.345024,10.139566,12.651834,9.655059,8.038316,11.599509,13.039703,12.310667,13.943896,12.180495,8.829181,8.091466
318,1700031F05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02164,0.0,0.0,0.0,0.0,0.0
320,1700031L13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041933,0.0,0.0,0.0,0.0,0.0,0.0,0.043822,0.0
324,1700034E13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,1700034J05Rik,0.065398,0.036185,0.061805,0.041173,0.021839,0.006821,0.02551,0.030045,0.0,0.05044,0.017133,0.044175,0.018225,0.021014,0.0,0.012921
335,1700037C18Rik,4.703951,5.56963,4.443276,5.016559,7.106427,5.292529,7.411743,5.884187,6.407612,7.498699,11.109037,9.337778,11.437223,9.443872,11.144402,8.204578
337,1700037H04Rik,95.670097,98.39981,96.262511,97.287939,82.123213,78.576177,64.231769,65.501996,76.446092,79.26549,60.705617,64.473266,68.461636,66.830844,66.261756,59.919384
378,1700049E17Rik1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,1700049E17Rik2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,1700056E22Rik,0.759115,0.679873,1.133388,1.505578,1.65919,1.946827,1.194711,1.009788,0.485649,0.427785,0.511475,0.539816,0.536214,0.268285,0.796274,0.463612
398,1700057G04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175802
436,1700066M21Rik,7.428553,7.595733,9.842293,8.966382,10.759735,12.007765,13.38341,12.33367,17.966564,24.094736,23.186553,21.459313,20.822257,25.562179,15.347528,14.810457
440,1700067K01Rik,0.455524,0.337203,0.649134,0.707436,0.975834,0.824106,0.757244,0.799452,0.670325,0.851303,0.840906,0.847769,0.97465,0.720746,0.559742,0.191344
441,1700067P10Rik,0.0,0.0,0.0,0.0,0.054027,0.0,0.034752,0.0,0.0,0.077465,0.034865,0.0,0.047754,0.0,0.0,0.0
466,1700084M14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094671,0.0,0.0,0.0,0.0
475,1700088E04Rik,5.656003,6.260781,7.632854,6.448038,5.454714,7.678363,10.294294,8.421016,12.465709,11.042456,11.60257,8.095727,8.893679,8.14551,17.639362,13.828303
484,1700093K21Rik,0.0311,0.034134,0.0,0.0,0.058484,0.077489,0.0,0.057908,0.0,0.0,0.068961,0.124437,0.218568,0.22541,0.193198,0.110404
507,1700102P08Rik,0.415058,0.444487,1.012021,0.600665,1.149745,1.047866,1.044162,1.224449,1.137875,1.432179,1.295147,1.484927,1.479658,1.690637,0.893358,0.489868
519,1700109H08Rik,2.124237,2.292568,2.704544,2.833358,3.461927,3.950877,2.349255,1.744353,0.651209,1.345336,1.894282,2.466582,4.132515,1.168224,0.711893,1.719848
538,1700113H08Rik,0.048081,0.052961,0.290534,0.297337,0.069707,0.242355,0.12297,0.217238,0.092067,0.100603,0.326406,0.310866,0.111299,0.160274,0.220486,0.189415
559,1700122O11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,1700123K08Rik,0.0,0.0,0.0,0.027118,0.0,0.0,0.058047,0.046512,0.0,0.0,0.066638,0.0,0.0,0.114104,0.020415,0.0
564,1700123O20Rik,73.616567,77.652749,66.256314,61.030139,60.821177,60.413234,53.228806,49.724942,56.414364,60.490045,45.291156,43.811994,48.562491,47.846069,42.233472,40.489244
579,1700129C05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,1810009A15Rik,211.916811,211.903952,153.119524,144.402623,126.017609,128.238323,96.734741,102.088481,80.264296,71.646902,65.021418,66.966816,58.602723,61.014794,39.284357,42.684469
587,1810009J06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,1810010H24Rik,1.076026,0.907006,2.938335,1.717931,1.578835,2.370821,1.759189,1.617301,2.83591,2.794192,3.768533,2.595573,2.567342,2.663687,6.426444,5.747537
602,1810024B03Rik,1.747738,2.152768,1.465122,2.00501,2.08215,1.896889,1.146011,1.805092,1.129496,1.050085,0.707419,1.02424,0.771172,0.534598,0.631788,0.992457
604,1810030O07Rik,19.625617,19.437933,21.329326,20.945094,19.228669,20.309115,17.053324,14.4329,16.082627,18.432459,17.060163,16.710141,18.46123,20.228817,12.315897,9.05701
607,1810037I17Rik,60.638949,61.055733,68.253491,65.838989,74.058434,74.157925,72.631971,81.202051,73.834706,72.34379,64.968846,61.511852,53.882078,59.120673,63.427016,64.708008
612,1810049J17Rik,7.417789,9.126916,25.774003,19.207554,10.787021,10.121468,6.817414,5.51526,14.180182,12.705767,9.870246,8.396196,4.099306,6.395128,10.825801,7.213905
614,1810055G02Rik,29.436435,30.45626,33.565996,26.491569,25.913151,21.960907,19.805435,14.933681,16.372198,22.119234,19.189875,19.140727,21.859834,24.201136,23.682942,21.407962
618,1810062G17Rik,0.909491,0.625095,0.643113,0.342175,0.452761,0.42254,0.315098,0.176144,0.109933,0.298421,0.198104,0.129052,0.053927,0.249819,0.547608,0.543633
622,1810065E05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041148,0.0,0.0,0.0,0.0,0.0,0.0
627,2010003K11Rik,0.0,0.0,0.0,0.0,0.070983,0.0,0.0,0.0,0.025113,0.067155,0.053477,0.028924,0.036686,0.0,0.049963,0.062282
636,2010106E10Rik,0.075117,0.0,0.0,0.030158,0.0,0.0,0.0,0.021836,0.0,0.0,0.0,0.0,0.0,0.0,0.046013,0.018907
638,2010109A12Rik,0.892271,1.613851,1.632654,2.352051,2.458004,1.942028,1.985261,2.24732,2.060549,2.567021,2.878739,1.765952,1.23826,1.756864,0.692115,1.015919
648,2010315B03Rik,6.345081,6.738986,4.502422,5.712089,5.868688,4.420089,4.654978,4.947881,2.426441,2.742253,6.419494,5.24951,6.783937,6.435093,7.204803,3.942712
652,2200002D01Rik,3.579879,2.994603,1.832421,4.977943,1.72425,1.564734,1.411131,1.431541,1.282065,1.401314,1.269312,0.767611,1.439777,0.555993,1.485253,0.961359
653,2200002J24Rik,0.0,0.244027,0.551666,0.0,0.0,0.25374,0.0,0.0,0.071127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,2210016F16Rik,18.172875,17.904768,18.641855,16.429639,15.991986,16.897486,13.976645,12.759788,15.218664,14.00507,11.213466,11.313656,11.107898,11.399965,7.885751,7.061366
658,2210016L21Rik,39.76049,39.294752,45.465142,39.90334,51.828673,38.353567,62.790246,64.574839,64.792645,70.818824,70.402734,78.518443,89.026335,78.237293,132.289773,118.453897
659,2210017I01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068159,0.0,0.0,0.0
666,2210408I21Rik,9.636528,8.570581,6.539225,10.992214,7.310299,8.975414,7.945328,6.795822,6.794999,8.893883,9.516544,7.42126,9.388173,9.021971,7.554699,5.48741
674,2210418O10Rik,10.112983,9.859094,8.432456,8.256249,6.673254,7.373744,6.302783,4.938575,6.36388,6.275303,7.449946,7.170323,9.432026,7.339388,6.361464,4.125231
676,2300002M23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019204
677,2300003K06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,2300009A05Rik,42.315164,41.317476,46.500972,49.666744,53.709228,54.052342,64.694657,61.297745,67.791188,66.873474,67.04383,62.150329,63.242528,65.504344,78.953836,84.824744
684,2310002L09Rik,0.0,0.0,0.0,0.0,0.110156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,2310003L06Rik,0.0,0.0,0.0,0.042321,0.0,0.0,0.0,0.0,0.016484,0.022227,0.0,0.0,0.023764,0.0,0.015959,0.091958
690,2310009B15Rik,57.399106,47.709693,54.151703,50.055011,60.976246,69.735244,53.057462,52.471381,49.828015,41.710948,30.742709,36.090289,28.218188,24.309696,45.221334,41.803164
692,2310011J03Rik,41.47706,38.823601,30.135601,26.807908,29.98549,29.638197,25.570815,25.264581,25.269672,25.996087,22.704029,23.242596,22.234576,21.404383,20.592438,20.570891
702,2310022A10Rik,28.518898,27.852398,24.53054,23.952977,28.815016,27.720015,23.30766,21.96905,17.284337,21.391199,25.899479,24.396973,28.206847,28.204984,19.117187,16.049026
703,2310022B05Rik,11.897216,11.584096,16.93742,14.96844,14.639346,14.530531,10.93716,10.163329,18.058025,20.639729,16.421314,16.463456,16.048215,18.325173,22.473977,19.027724
707,2310030G06Rik,1.519557,1.986222,1.530093,0.52964,0.592836,1.130837,0.71269,0.652513,0.765026,0.70027,0.89363,1.040601,1.16372,0.871795,2.577471,1.784741
708,2310033P09Rik,36.322264,36.945433,32.312011,28.336063,29.263356,27.511448,25.148235,22.755231,21.690095,20.92527,19.941971,21.633312,22.278615,18.093766,20.020492,14.334501
709,2310034C09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04381,0.204318,0.0,0.0
710,2310034G01Rik,0.885211,0.947734,2.121942,1.096016,1.260748,1.374964,1.327599,1.531361,1.568942,1.689933,2.172779,1.799866,2.549991,1.953743,1.766261,1.344083
712,2310039H08Rik,47.561893,47.504236,44.477796,47.261823,49.191159,50.574132,50.11411,50.72223,67.087948,51.996498,43.129273,47.99257,46.605075,45.188797,51.934361,61.356736
721,2310046K23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188887,0.0,0.0
723,2310050C09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,2310057J18Rik,0.086719,0.0,0.0,0.0,0.0,0.026691,0.0,0.0,0.0,0.0,0.088248,0.0,0.0,0.0,0.030785,0.0
725,2310057M21Rik,21.718541,21.97009,16.94421,19.119037,13.750154,12.578802,15.788465,11.762226,20.536741,24.003552,18.750017,19.462227,21.122175,18.960532,19.249901,12.367502
726,2310057N15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,2310061I04Rik,20.8506,21.469211,20.687596,17.521684,20.223091,17.635072,20.338795,17.651413,20.18867,22.029464,24.478233,22.006619,30.662286,22.538935,43.504167,31.59381
729,2310061N02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,2310079G19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,2410002F23Rik,125.200444,116.470943,101.027311,103.22553,113.403646,113.286925,117.182102,92.799094,90.973754,113.332014,124.670217,124.293245,157.900134,144.178628,185.038185,174.575503
742,2410004B18Rik,37.717674,38.522726,41.830436,38.359511,45.963237,41.312373,40.394914,37.493269,47.283283,55.440944,52.264838,44.575043,47.185405,51.108722,68.231928,57.784574
744,2410004P03Rik,0.514724,0.359541,0.1021,0.122641,0.212732,0.431614,1.386225,0.701434,1.763824,2.966188,3.069804,1.367324,2.197226,2.431678,6.288492,4.647147
754,2410137M14Rik,0.0,0.047922,0.164575,0.0,0.119306,0.0,0.092481,0.369468,0.042346,0.283493,0.092479,0.251524,0.188066,0.143533,0.209751,0.034612
758,2510002D24Rik,25.339509,22.691292,19.804682,18.099434,15.696499,21.578339,20.892411,16.43796,6.885048,10.917323,22.944413,19.24187,21.690173,19.691201,28.122392,11.218775
759,2510009E07Rik,20.400134,16.969897,25.449061,23.648917,32.153692,29.305737,18.828819,15.142283,13.295537,18.592543,23.577766,21.553211,22.427375,26.58168,23.366945,14.7819
762,2510039O18Rik,6.208225,6.36205,11.552186,11.239034,11.72046,11.174283,6.284154,5.456045,8.337316,8.793021,8.977398,8.647699,6.828472,8.027245,7.70655,7.289409
770,2610008E11Rik,15.809089,15.770255,20.048774,20.235733,26.150518,28.01035,26.764477,23.220852,25.274942,34.295913,31.538546,31.527803,32.937973,35.605421,13.07523,7.525347
776,2610021A01Rik,10.317092,11.003666,13.273177,12.058597,12.016589,12.90393,11.926582,9.816548,11.423487,15.714857,12.881957,10.395392,13.237552,14.964546,6.253507,3.489494
782,2610028H24Rik,0.0,0.0,0.042965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18359,0.094801,0.017598
787,2610042L04Rik,0.715651,0.843072,0.812031,0.805564,2.051923,2.046461,2.451727,1.895126,3.663678,4.610051,4.255268,3.709689,5.152577,4.245445,7.204081,8.558571
788,2610044O15Rik8,16.97805,17.764102,14.803656,16.556169,16.674482,18.938894,15.347489,13.329593,17.406522,20.0631,15.755974,16.341367,18.66628,15.696921,12.777174,12.16752
801,2610318N02Rik,138.88981,149.00387,97.477078,90.064108,71.809312,69.906404,53.97439,49.578235,21.562596,17.671988,20.35029,22.180342,16.959268,14.148047,7.931941,7.158281
804,2610528J11Rik,0.992206,1.61525,0.344528,0.492397,0.471125,0.156812,0.0,0.06893,0.071111,0.108944,0.116341,0.0,0.0,0.12561,0.045344,0.0
809,2700049A03Rik,14.815849,15.05315,14.133655,13.097863,19.026323,11.850583,17.368649,16.079633,12.167759,11.670379,14.8331,14.607178,13.162459,10.268401,4.663794,2.274656
811,2700062C07Rik,34.524481,37.70103,31.855967,24.31913,29.230789,29.593243,26.774375,23.101554,33.791808,32.305456,29.205115,25.813508,30.399091,27.415196,31.557659,26.708966
817,2700097O09Rik,29.558177,32.562761,24.462403,22.737361,23.585365,22.943528,23.696201,23.587815,20.26872,19.524998,19.988052,21.578706,23.663402,20.949402,9.964252,7.993926
822,2810004N23Rik,54.161023,55.935617,36.7947,37.283771,35.859294,34.900183,27.875139,26.567629,16.832086,15.463087,20.133953,23.907439,23.745906,21.84132,14.043164,11.040518
824,2810021J22Rik,4.593599,5.016095,4.555224,6.029169,5.479244,5.336474,4.868854,4.473269,5.203716,6.186179,5.043001,5.401088,5.208095,5.107763,3.559093,2.210785
840,2810408A11Rik,7.470763,7.942277,12.132896,11.498355,14.632682,14.947979,11.30312,10.878781,10.177611,9.061331,11.455795,12.534971,9.879512,11.483064,6.332646,5.688596
852,2810459M11Rik,0.176701,0.184763,0.356898,0.042971,0.37738,0.28785,2.540896,3.171895,5.944814,6.46664,7.220026,7.041427,6.971287,7.307338,9.262191,5.464461
860,2900026A02Rik,2.489743,2.340736,1.240637,1.825501,3.499581,2.626972,2.658675,2.214091,1.101212,1.577519,2.344292,2.490345,2.78427,2.564554,1.792961,1.311946
883,2900092C05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
