,gene symbol,forebrain_10.5_rep1,forebrain_10.5_rep2,forebrain_11.5_rep1,forebrain_11.5_rep2,forebrain_12.5_rep1,forebrain_12.5_rep2,forebrain_13.5_rep1,forebrain_13.5_rep2,forebrain_14.5_rep1,forebrain_14.5_rep2,forebrain_15.5_rep1,forebrain_15.5_rep2,forebrain_16.5_rep1,forebrain_16.5_rep2,forebrain_p0_rep1,forebrain_p0_rep2
20429,Gm29049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20468,Gm29094,0.0,0.0,0.808127,0.114084,0.0,0.53671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176213,0.350815
20476,Gm29106,0.112311,0.123296,0.134833,0.068986,0.268658,0.084631,0.245098,0.120761,0.140731,0.213443,0.23832,0.18263,0.24698,0.234806,0.064194,0.07614
20499,Gm29133,0.0,0.0,0.0,0.0,0.0,0.0,0.044587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20613,Gm29276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20621,Gm29289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20716,Gm29394,3.358817,3.861595,3.914771,1.586812,3.182754,2.753478,3.349698,2.756034,2.618572,4.401689,4.128048,4.164436,5.708176,2.424684,5.05727,3.551284
20738,Gm29427,0.0,0.0,0.0,0.028061,0.0,0.044614,0.023684,0.022456,0.020061,0.031781,0.0,0.05343,0.124756,0.03842,0.0,0.0
20849,Gm29554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20855,Gm2956,0.0,0.0,0.0,0.0,0.34104,0.0,0.0,0.276593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10788
20860,Gm29564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20876,Gm29582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20897,Gm29609,10.978847,11.738837,13.592667,12.710535,12.452977,10.666387,10.692014,11.689698,6.331206,9.783005,9.207668,7.909133,9.10167,8.182784,9.350294,6.153217
20960,Gm29695,1.718765,0.983012,2.613698,2.900957,3.05901,2.662394,1.888066,1.563846,1.070418,1.530345,1.206633,1.383666,1.701842,1.324288,0.237961,0.134416
20975,Gm29735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20979,Gm2974,1.326851,1.251811,1.010308,1.295727,1.720876,1.893119,2.963485,2.014866,4.241893,5.415156,4.225865,5.015422,6.855488,4.478946,7.764033,8.052225
21011,Gm29797,0.20271,0.134517,0.154818,0.108129,0.153045,0.142227,0.042906,0.11607,0.040828,0.163664,0.042986,0.139126,0.296223,0.142986,0.0,0.0
21036,Gm29866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21060,Gm2a,4.033032,4.303192,6.724073,5.928794,6.534696,5.737126,6.105663,5.570203,11.246719,11.914607,9.549384,9.165622,10.716781,10.87543,24.976138,21.63037
21065,Gm3002,0.407699,0.300022,0.72458,0.520053,0.936318,1.099472,1.585003,1.63697,3.561195,2.737976,3.955618,3.059319,5.17253,5.066861,6.217875,5.924139
21071,Gm3005,0.938312,1.077822,1.259653,1.601141,1.903581,1.704942,2.790145,2.827798,5.317405,5.658062,4.893395,4.85086,6.874556,4.608088,8.999108,8.736405
21079,Gm30083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21105,Gm30191,0.283166,0.078262,0.131235,0.547719,0.12703,0.0,0.0,0.0,0.0,0.0,0.0,0.080293,0.216664,0.0,0.268504,0.0
21109,Gm3020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21127,Gm3029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21131,Gm30302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101271,0.0,0.0,0.0,0.0,0.0,0.005629
21151,Gm3043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21157,Gm3047,0.0,0.0,0.0,0.0,0.0,0.0,0.086172,0.0,0.0,0.0,0.0,0.0,0.123836,0.0,0.0,0.0
21170,Gm3055,7.643556,6.961931,10.553625,8.989855,8.58975,9.225261,7.221825,10.90193,11.971454,16.314373,11.20773,10.911529,9.952808,13.239711,6.010163,5.519924
21214,Gm30737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21249,Gm3095,0.078236,0.08658,0.354272,0.11056,0.0,0.077449,0.260368,0.21971,1.00264,0.361738,0.476449,0.367511,0.390662,0.914457,0.856693,0.641257
21256,Gm3099,0.0,0.0,0.0,0.0,0.067057,0.039621,0.0,0.0,0.112051,0.0,0.100443,0.0,0.020273,0.12852,0.0,0.20996
21310,Gm3127,0.03453,0.0,0.044894,0.0,0.0,0.032321,0.093159,0.0,0.0,0.021199,0.0,0.0,0.0,0.0,0.0,0.0
21358,Gm3149,0.0,0.019406,0.0,0.021176,0.0,0.0,0.0,0.0,0.0,0.0,0.017571,0.0,0.0,0.0,0.032269,0.0
21376,Gm31571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21380,Gm3159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015878,0.0,0.0,0.0,0.0,0.0,0.0,0.025838
21389,Gm3164,0.550756,0.590833,0.805447,0.255431,1.061905,1.689179,1.424464,1.031842,1.900117,2.608886,2.429521,2.102866,2.835879,2.716848,2.841373,3.534029
21405,Gm3173,0.0,0.125297,0.0,0.0,0.344704,0.0,0.0,0.449742,0.0,0.254319,0.384762,0.0,0.0,1.501803,1.116379,0.739477
21424,Gm3182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21426,Gm3183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023913,0.0,0.0,0.0,0.0
21449,Gm3194,2.321574,2.420478,3.017023,2.395958,2.152959,2.704477,2.64955,2.432664,4.422024,4.272372,3.430039,3.696059,5.346319,4.146084,4.057567,4.218387
21525,Gm3233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21541,Gm3238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21567,Gm3250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21594,Gm3264,0.182852,0.685589,0.843358,0.365628,0.267197,0.922068,1.678594,0.873429,1.887871,1.77975,1.531382,2.641389,3.012076,1.861469,2.943549,3.083831
21599,Gm32687,5.088767,5.839088,5.904638,6.170373,5.536945,4.418771,5.923314,4.972531,5.844453,8.098993,6.246819,7.673751,7.588167,7.925598,3.265231,1.850916
21601,Gm3269,0.0,0.0,0.0,0.0,0.0,0.0,0.02466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21605,Gm32717,0.095061,0.056988,0.041047,0.022244,0.09528,0.087205,0.171773,0.163479,0.04849,0.261343,0.219888,0.183263,0.372202,0.288202,0.079809,0.0
21608,Gm32742,0.0,0.00586,0.015101,0.00339,0.0024,0.015854,0.016566,0.002455,0.005193,0.021014,0.002793,0.018128,0.015074,0.02172,0.012795,0.010602
21628,Gm3285,0.0,0.033818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21633,Gm3286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21692,Gm3317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21734,Gm3336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21788,Gm3371,0.0,0.0,0.0,0.0,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21792,Gm3373,0.0,0.309872,0.0,0.0,0.0,0.262923,0.0,0.36886,0.0,0.0,0.653167,0.0,0.0,0.311688,0.504719,0.0
21797,Gm3376,0.0,0.0,0.0,0.0,0.0,0.0,0.073055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21805,Gm3383,0.228119,0.51984,0.0,0.158119,0.700784,0.08297,1.131357,0.392397,0.676172,1.027585,0.932069,0.748077,1.331173,0.0,2.925323,1.076858
21835,Gm3402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034999,0.0,0.0,0.0
21840,Gm3404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21845,Gm34066,0.0,0.0,0.07283,0.0,0.0,0.0,0.039824,0.0,0.0,0.0,0.0,0.087222,0.10861,0.0,0.037275,0.061916
21853,Gm3409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21861,Gm3411,1.733853,1.334226,1.355651,1.241123,2.507028,2.258315,2.977134,2.204017,3.114131,4.923886,3.530871,3.67826,4.395464,4.205967,6.765952,6.289861
21867,Gm3415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21881,Gm3424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21908,Gm3435,8.946622,7.943627,6.375378,8.253045,9.591768,8.048626,7.51703,6.86903,4.62655,5.156356,5.997464,6.760649,7.563743,6.215411,7.030727,5.586775
21938,Gm3453,0.0,0.0,0.0,0.0,0.0,0.0,0.027951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21992,Gm3476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22013,Gm3486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22016,Gm3488,1.190368,1.608696,1.332047,1.801742,2.390934,2.67176,5.217042,3.281889,7.545364,8.018953,6.413331,6.919847,9.462507,8.114916,11.761623,12.568268
22035,Gm3500,0.06575,0.0,0.0,0.0,0.321522,0.0,0.165671,0.0,0.407322,0.431123,0.164975,0.452517,0.768292,0.0,0.609214,1.02549
22063,Gm3512,2.87656,3.174297,2.655187,2.948147,4.418142,3.284443,3.199105,2.687659,4.566357,3.713968,4.016681,4.422711,6.290075,4.775551,6.784357,6.34731
22106,Gm35315,2.812943,2.744078,1.047299,1.80433,1.370523,1.610537,0.916359,0.922068,0.669564,0.838045,0.935977,0.788979,1.499359,1.292753,0.523629,0.238577
22113,Gm35339,0.102885,0.130049,0.115254,0.186902,0.230689,0.195682,0.167284,0.241928,0.048265,0.125061,0.179914,0.203425,0.277691,0.182825,0.033249,0.015264
22129,Gm3542,0.030745,0.015046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018756,0.0,0.0,0.0,0.0,0.0,0.0
22130,Gm3543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22143,Gm3550,7.542158,10.117312,6.104956,8.71949,5.792971,4.665108,5.698971,5.641716,0.872355,1.884275,2.418297,3.216077,2.312036,1.934448,0.625536,0.276739
22152,Gm35549,0.298107,0.256996,0.369169,0.53283,0.261025,0.265393,0.404581,0.121387,0.252643,0.272639,0.382596,0.341617,0.751811,0.114277,0.063255,0.051804
22164,Gm3558,1.000476,1.057058,0.676774,0.913537,1.522538,1.188085,2.28418,1.160907,2.518578,3.59852,2.357676,2.716144,3.333837,2.701027,4.376258,3.355685
22193,Gm3573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22226,Gm3594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22242,Gm3604,2.524457,1.925229,2.695519,2.279729,1.138454,1.297281,1.110469,1.111759,1.316377,1.014419,1.188793,1.156341,1.601313,1.180673,1.1084,0.569769
22250,Gm36079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22267,Gm36176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22278,Gm36210,0.17385,0.09551,0.328173,0.368984,0.304568,0.132541,0.277385,0.124829,0.254491,0.199791,0.161604,0.174647,0.350231,0.15278,0.297994,0.141383
22287,Gm36245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22301,Gm3629,0.050624,0.262084,0.0,0.284166,0.0,0.111683,0.0,0.101044,0.128149,0.195213,0.16517,0.0,0.451492,0.0,0.350434,0.267119
22320,Gm36368,0.0,0.0,0.0,0.0,0.0,0.0,0.100921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22332,Gm3642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015231,0.0,0.0,0.017729,0.0,0.0,0.0,0.063129,0.0
22387,Gm3667,1.653488,1.660488,1.622469,1.473505,2.787644,2.681727,3.564312,2.48814,5.028299,6.422176,5.917224,5.665571,8.369777,5.847579,12.231254,10.497173
22410,Gm3676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22428,Gm3685,0.044822,0.0,0.0,0.0,0.0,0.159458,0.0,0.086045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22433,Gm36864,0.018242,0.032067,0.0,0.0,0.0,0.024951,0.019178,0.055748,0.0,0.0,0.061447,0.138427,0.084822,0.060478,0.0,0.0
22474,Gm3696,0.963411,0.806629,2.24096,1.882372,1.7789,1.770855,2.898463,2.360959,3.683365,5.00351,3.30904,1.777558,3.476503,4.736424,5.572212,4.877421
22527,Gm37013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22747,Gm37240,0.324789,0.523335,0.419936,0.363385,0.926284,0.509913,0.157566,0.275124,0.961178,0.916015,1.230828,1.34917,0.976354,1.671145,0.968623,0.209989
22880,Gm37388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.450343,0.190134,0.0
22881,Gm37389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22882,Gm3739,1.569164,1.307989,1.102968,1.342705,2.424784,1.941716,2.706557,2.406203,3.25379,3.186529,3.330737,3.558473,3.932113,4.062536,6.813706,5.909558
22906,Gm37419,8.084773,0.0,0.0,10.338224,0.0,13.568387,16.887409,22.497277,23.613528,42.166972,50.584618,27.48033,11.434266,0.0,15.367434,19.076886
23003,Gm3752,0.888101,0.736501,2.594791,2.284882,1.605852,3.987484,4.757963,2.347916,7.086797,6.820853,5.980344,5.902258,10.083098,7.804778,13.617426,11.637622
23231,Gm3776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054823,0.0,0.0,0.0,0.149875
23266,Gm37797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23455,Gm37988,0.650743,1.46111,2.619604,0.999329,6.705482,7.356488,6.932456,9.22825,0.0,0.0,5.22138,5.356714,3.763049,5.604865,2.981609,4.469307
23581,Gm38119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23757,Gm38303,0.0,0.0,0.0,0.0,0.182567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074874,0.0
23839,Gm3839,2.20999,2.547518,0.989447,1.109248,1.079183,1.244159,0.724226,0.639187,0.807172,0.936071,0.433707,0.451058,0.398818,0.619114,0.570751,0.653153
23841,Gm38392,0.129397,0.122605,0.117153,0.13892,0.172381,0.0,0.225466,0.032999,0.0,0.128417,0.102551,0.163018,0.134348,0.225705,0.137064,0.07565
23842,Gm38393,2.160937,0.747053,1.012649,0.891291,1.371181,1.994889,1.942464,1.808168,2.73396,1.930878,2.024941,2.154149,1.457525,1.352164,1.580591,0.962172
23861,Gm38431,1.605441,1.327674,1.916786,2.401012,1.754266,2.04695,1.581141,1.094204,1.157193,1.339338,0.98172,0.839356,1.136367,0.982523,0.515997,0.452583
23871,Gm3854,1.609806,2.054244,2.311154,2.264865,2.123323,2.297122,2.619507,2.13938,0.871389,1.557917,3.235098,3.094405,3.189831,2.849006,2.4542,0.685811
23899,Gm3880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23925,Gm38999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23937,Gm39115,0.054902,0.0,0.0,0.0,0.0,0.0,0.057724,0.0,0.0,0.0,0.0,0.0,0.162669,0.0,0.0,0.0
24015,Gm39653,0.0,0.0,0.0,0.039561,0.0,0.0,0.033038,0.029224,0.0,0.041338,0.033173,0.145025,0.044691,0.0,0.060377,0.025096
24036,Gm40193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.499818,1.574235,0.0,1.686154,0.0,0.0,0.0,0.0,0.0
24069,Gm40460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24094,Gm4064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24198,Gm4131,0.031392,0.06901,0.0,0.120552,0.284026,0.0,0.033345,0.083286,0.0,0.033576,0.09973,0.202964,0.356657,0.159031,0.15003,0.024593
24271,Gm4181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24309,Gm42417,0.06907,0.0,0.0,0.47739,0.0,0.162402,0.165494,0.128285,0.0,0.058796,0.980928,1.219675,0.155383,0.095025,0.149487,0.0
24311,Gm42420,0.0,0.0,0.739067,0.0,0.730347,0.57174,0.0,0.0,0.0,0.86229,0.855704,0.0,0.0,0.0,0.201274,0.835762
24402,Gm42517,0.0,0.021713,0.0,0.100958,0.069786,0.031835,0.255373,0.240787,0.717109,0.878604,0.836724,0.742687,1.32258,1.032313,4.597472,3.468933
24543,Gm42669,0.311209,0.466804,0.659047,0.70642,0.61115,0.660845,0.555716,0.612365,0.164416,0.475122,0.675073,0.535304,0.753893,0.380705,0.311806,0.098539
24548,Gm42674,0.0,0.0,0.0,0.613497,0.311159,0.439966,0.0,0.632092,0.857921,0.187957,0.0,0.0,0.0,0.768183,0.0,0.557049
24586,Gm42715,10.160395,8.570092,11.801224,12.352902,9.17525,9.165064,10.295051,9.702007,5.988503,8.28215,9.475663,8.743245,10.137298,8.262689,5.609012,2.949621
24610,Gm42742,9.699477,3.314236,5.692328,5.20002,6.122506,5.829567,5.691815,9.249334,3.018329,4.341662,5.021317,5.043213,6.570984,4.720421,11.280117,7.702302
24663,Gm428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24739,Gm42878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24766,Gm42906,0.290036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24815,Gm42957,0.074355,0.09889,0.057131,0.072741,0.070718,0.020819,0.045272,0.054188,0.073621,0.069239,0.041712,0.037821,0.043255,0.056631,0.034265,0.0
24828,Gm4297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24866,Gm4301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24877,Gm4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24888,Gm4303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24921,Gm43064,0.668309,0.507958,0.655558,0.402422,0.328222,0.67897,0.486518,0.405224,0.714457,1.132921,0.758417,0.682782,0.448081,0.891035,0.506936,0.568285
25041,Gm43191,1.247593,0.0,0.0,0.0,0.333381,0.0,0.672865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25134,Gm43302,0.0,0.0,0.0,0.0,0.079883,0.0,0.0,0.0,0.230661,0.530586,0.0,0.201695,0.0,0.0,0.0,0.225212
25229,Gm4340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25343,Gm43517,0.821763,0.819142,0.900234,0.882998,1.469155,1.155916,1.14256,1.426829,1.367824,2.289112,1.834445,1.758428,2.334345,2.604533,0.54929,0.301664
25375,Gm43552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.195504,1.379187
25455,Gm43638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012767,0.0,0.0,0.0,0.0,0.0
25528,Gm43720,0.386085,0.331562,0.453983,0.321419,1.709886,1.146309,1.068978,1.271307,0.643866,0.64327,1.18812,0.925953,0.53779,0.50166,0.579752,0.330662
26111,Gm44501,0.028014,0.061541,0.0,0.0,0.0,0.0,0.0,0.050123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26112,Gm44502,0.0,0.316986,0.275391,0.0,0.421399,0.0,0.344123,0.0,0.0,0.119714,0.0,0.505366,0.0,0.0,0.0,0.12544
26113,Gm44503,0.0,0.0,0.0,0.0,0.451963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26120,Gm44511,0.083096,0.067119,0.0,0.0,0.0,0.0,0.0,0.075724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076614
26172,Gm44579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014019,0.0,0.0,0.072608,0.0
26187,Gm44596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26363,Gm44790,0.0,0.090858,0.0,0.225897,0.358256,0.0,0.077989,0.190498,0.232942,0.115417,0.0,0.0,0.0,0.0,0.068915,0.06846
26517,Gm44965,2.605822,1.738557,0.749879,2.81026,1.07851,0.0,5.652658,1.469793,1.076912,2.292364,1.201595,1.776269,2.005869,0.0,1.147286,1.170844
26525,Gm44973,0.0,0.0,0.0,0.0,0.0,0.466382,0.0,0.0,0.546868,0.0,0.566181,0.0,0.0,0.0,0.953615,0.934979
26563,Gm45015,0.04654,0.024822,0.086283,0.146848,0.147768,0.07904,0.073861,0.133888,0.0,0.0,0.024296,0.053364,0.033446,0.03822,0.045178,0.0
26567,Gm45021,0.0,0.0,0.0,0.210522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204703,0.0,0.0,0.0,0.0
26599,Gm45062,3.082992,0.0,3.402359,3.058515,1.932348,3.329387,3.199298,3.735148,2.551116,1.5909,2.732554,2.933495,4.505931,4.536908,1.428052,1.170734
26654,Gm4513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26663,Gm45140,1.651544,1.212961,1.652878,2.773544,2.211463,2.588508,0.945869,0.868904,1.382479,1.499566,2.46737,2.687101,2.057648,3.755961,0.665682,2.243154
26711,Gm45194,1.23078,0.691927,1.01964,1.071092,1.20952,1.187091,0.686104,0.714467,0.407183,0.659022,0.230705,0.392044,0.058548,0.044148,0.160755,0.160395
26725,Gm45208,0.120585,0.0,0.224321,0.0,0.0,0.088908,0.361397,0.106494,0.0,0.0,0.126589,0.130958,0.192201,0.0,0.205203,0.0
26730,Gm45213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26747,Gm45234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055347,0.0
26771,Gm45261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26832,Gm45337,0.0,0.0,0.0,0.0,0.0,0.021495,0.0,0.0,0.0,0.0,0.026042,0.0,0.0,0.0,0.0,0.0
26988,Gm45521,0.218836,0.241913,0.207831,0.072033,0.203248,0.0,0.173923,0.0,0.37909,0.217073,0.05775,0.124392,0.319836,0.0,0.05344,0.044052
26995,Gm4553,0.0,0.0,0.049814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072571,0.0,0.0,0.0,0.0
27039,Gm4559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27064,Gm45618,0.324976,0.0,0.371872,0.260482,0.0,0.112731,0.0,0.061472,0.064461,0.087668,0.205215,0.447347,0.287332,0.0,0.196348,0.0
27105,Gm4567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27125,Gm45692,0.0,0.0,0.0,0.0,0.0,0.0,0.291746,0.0,0.0,0.0,0.0,0.176139,0.0,0.0,0.0,0.0
27142,Gm45711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016267,0.0
27144,Gm45713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27147,Gm45717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27178,Gm45753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037459,0.0,0.0,0.066188,0.0
27201,Gm45783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
